Gene stable ID	Gene name	HGNC symbol
ENSG00000270242	ACTR3BP1	ACTR3BP1
ENSG00000236477	RPS24P1	RPS24P1
ENSG00000237997	RCC2P2	RCC2P2
ENSG00000244246	ZNF736P8Y	ZNF736P8Y
ENSG00000198692	EIF1AY	EIF1AY
ENSG00000183753	BPY2	BPY2
ENSG00000225433	MTND1P12	MTND1P12
ENSG00000235857	CTBP2P1	CTBP2P1
ENSG00000223955	MTND6P1	MTND6P1
ENSG00000270455	PABPC1P5	PABPC1P5
ENSG00000229940	TSPY22P	TSPY22P
ENSG00000234385	RCC2P1	RCC2P1
ENSG00000226863	SHROOM2P1	SHROOM2P1
ENSG00000237968		
ENSG00000271365		
ENSG00000259029	DUX4L18	DUX4L18
ENSG00000215537	ZNF736P11Y	ZNF736P11Y
ENSG00000230476	OFD1P9Y	OFD1P9Y
ENSG00000229745	BPY2DP	BPY2DP
ENSG00000275828	CHEK2P1	CHEK2P1
ENSG00000225615	RBMY2UP	RBMY2UP
ENSG00000232522	ZNF886P	ZNF886P
ENSG00000234131	ELOCP8	ELOCP8
ENSG00000277519	OFD1P16Y	OFD1P16Y
ENSG00000259247	TTTY25P	TTTY25P
ENSG00000273731		
ENSG00000215583	ASS1P6	ASS1P6
ENSG00000274162	SNX18P1Y	SNX18P1Y
ENSG00000227444		
ENSG00000233774	MED14P1	MED14P1
ENSG00000228764	ZNF885P	ZNF885P
ENSG00000232226	ARSFP1	ARSFP1
ENSG00000224567		
ENSG00000241200	ZNF736P7Y	ZNF736P7Y
ENSG00000228518	SURF6P1	SURF6P1
ENSG00000274231		
ENSG00000274502	ANKRD20A6P	ANKRD20A6P
ENSG00000278854		
ENSG00000225809	RBMY2KP	RBMY2KP
ENSG00000237902	TSPY21P	TSPY21P
ENSG00000232419	TTTY19	TTTY19
ENSG00000226906	TTTY4	TTTY4
ENSG00000230025		
ENSG00000235649	MXRA5Y	MXRA5Y
ENSG00000258567	DUX4L16	DUX4L16
ENSG00000234179	MTCYBP1	MTCYBP1
ENSG00000271309		
ENSG00000229553	USP9YP17	USP9YP17
ENSG00000228240	TTTY17A	TTTY17A
ENSG00000234652	AGPAT5P1	AGPAT5P1
ENSG00000218410		
ENSG00000224989	FAM41AY1	FAM41AY1
ENSG00000232029	ELOCP15	ELOCP15
ENSG00000273858		
ENSG00000227830	TRIM60P3Y	TRIM60P3Y
ENSG00000226529	MTND1P1	MTND1P1
ENSG00000274837		
ENSG00000216777	PRRC2CP1	PRRC2CP1
ENSG00000216824	ZNF736P10Y	ZNF736P10Y
ENSG00000276829		
ENSG00000228850	CDY12P	CDY12P
ENSG00000283076		
ENSG00000234850	MTND2P3	MTND2P3
ENSG00000224873	CDY13P	CDY13P
ENSG00000229234	RBMY1KP	RBMY1KP
ENSG00000270570		
ENSG00000223517		
ENSG00000228207		
ENSG00000224917		
ENSG00000225117	ARSDP1	ARSDP1
ENSG00000215560	TTTY5	TTTY5
ENSG00000228411	CDY4P	CDY4P
ENSG00000244395	RBMY1D	RBMY1D
ENSG00000230814	USP9YP24	USP9YP24
ENSG00000229725		
ENSG00000229518	UBE2V1P3	UBE2V1P3
ENSG00000232730	FAM8A4P	FAM8A4P
ENSG00000244000		
ENSG00000232764	TRIM60P8Y	TRIM60P8Y
ENSG00000236131	MED13P1	MED13P1
ENSG00000227949	CYCSP46	CYCSP46
ENSG00000252900	RNU6-303P	RNU6-303P
ENSG00000252689		
ENSG00000243980	RN7SL702P	RN7SL702P
ENSG00000252315	RNA5SP520	RNA5SP520
ENSG00000252012	RNA5SP521	RNA5SP521
ENSG00000273966		
ENSG00000252173	RNU6-109P	RNU6-109P
ENSG00000252323	RNU6-184P	RNU6-184P
ENSG00000169953	HSFY2	HSFY2
ENSG00000236429	GPM6BP2	GPM6BP2
ENSG00000249501	USP9YP2	USP9YP2
ENSG00000228193	ELOCP14	ELOCP14
ENSG00000248573	PRYP6	PRYP6
ENSG00000230904	XKRYP2	XKRYP2
ENSG00000238135	USP9YP10	USP9YP10
ENSG00000251970	RNU1-41P	RNU1-41P
ENSG00000238088	OFD1P7Y	OFD1P7Y
ENSG00000217179	MTCYBP2	MTCYBP2
ENSG00000217896	ZNF839P1	ZNF839P1
ENSG00000185275	CD24P4	CD24P4
ENSG00000252766	RNU6-255P	RNU6-255P
ENSG00000274282		
ENSG00000234529	GAPDHP19	GAPDHP19
ENSG00000238191	CLUHP1	CLUHP1
ENSG00000226353	TAF9P1	TAF9P1
ENSG00000226449	CDY5P	CDY5P
ENSG00000225896	ELOCP36	ELOCP36
ENSG00000229129	ACTG1P2	ACTG1P2
ENSG00000223555	USP9YP23	USP9YP23
ENSG00000235521	USP9YP27	USP9YP27
ENSG00000252513	RNU1-128P	RNU1-128P
ENSG00000224964	TRAPPC2P3	TRAPPC2P3
ENSG00000225740	ELOCP6	ELOCP6
ENSG00000229138	CDY6P	CDY6P
ENSG00000224485	USP9YP7	USP9YP7
ENSG00000226116	USP9YP6	USP9YP6
ENSG00000237558	CDY7P	CDY7P
ENSG00000233378	USP9YP34	USP9YP34
ENSG00000237616	USP9YP32	USP9YP32
ENSG00000224033	CDY8P	CDY8P
ENSG00000230412	ELOCP12	ELOCP12
ENSG00000225895	TRAPPC2P8	TRAPPC2P8
ENSG00000233120	USP9YP15	USP9YP15
ENSG00000252166	RNU1-95P	RNU1-95P
ENSG00000232744	USP9YP16	USP9YP16
ENSG00000229465	ACTG1P11	ACTG1P11
ENSG00000236599	ELOCP26	ELOCP26
ENSG00000232899	CDY9P	CDY9P
ENSG00000229302	TAF9P2	TAF9P2
ENSG00000228945	CLUHP2	CLUHP2
ENSG00000278391		
ENSG00000251953	RNA5SP522	RNA5SP522
ENSG00000252667	RNA5SP523	RNA5SP523
ENSG00000249726	TUBB1P1	TUBB1P1
ENSG00000225716	ELOCP13	ELOCP13
ENSG00000229406	OFD1P4Y	OFD1P4Y
ENSG00000252209	RNU1-48P	RNU1-48P
ENSG00000249634	USP9YP5	USP9YP5
ENSG00000238067	XKRYP1	XKRYP1
ENSG00000233546	PRYP5	PRYP5
ENSG00000230377	ELOCP7	ELOCP7
ENSG00000250951	USP9YP1	USP9YP1
ENSG00000230458	GPM6BP1	GPM6BP1
ENSG00000235479	RAB9AP4	RAB9AP4
ENSG00000249606	TRAPPC2P7	TRAPPC2P7
ENSG00000267793		
ENSG00000260197		
ENSG00000012817	KDM5D	KDM5D
ENSG00000172468	HSFY1	HSFY1
ENSG00000176679	TGIF2LY	TGIF2LY
ENSG00000169800	RBMY1F	RBMY1F
ENSG00000182415	CDY2A	CDY2A
ENSG00000233126	ZNF736P3Y	ZNF736P3Y
ENSG00000227251	TRIM60P9Y	TRIM60P9Y
ENSG00000252633	RN7SKP282	RN7SKP282
ENSG00000251996	Y_RNA	
ENSG00000252155	RNU6-941P	RNU6-941P
ENSG00000252472	RNU6-521P	RNU6-521P
ENSG00000224953	SRIP3	SRIP3
ENSG00000274365		
ENSG00000233634	GOT2P5	GOT2P5
ENSG00000237701	ATP5PFP1	ATP5PFP1
ENSG00000273906		
ENSG00000232976	TRIM60P10Y	TRIM60P10Y
ENSG00000226270	ZNF736P2Y	ZNF736P2Y
ENSG00000227837	TRIM60P11Y	TRIM60P11Y
ENSG00000278602		
ENSG00000223978	ZNF736P1Y	ZNF736P1Y
ENSG00000278197		
ENSG00000230819	ZNF736P5Y	ZNF736P5Y
ENSG00000185894	BPY2C	BPY2C
ENSG00000228296	TTTY4C	TTTY4C
ENSG00000205916	DAZ4	DAZ4
ENSG00000129873	CDY2B	CDY2B
ENSG00000251841	RNU6-1334P	RNU6-1334P
ENSG00000184895	SRY	SRY
ENSG00000232195	TOMM22P2	TOMM22P2
ENSG00000286130		
ENSG00000129824	RPS4Y1	RPS4Y1
ENSG00000229163	NAP1L1P2	NAP1L1P2
ENSG00000278847		
ENSG00000067646	ZFY	ZFY
ENSG00000223600	EEF1A1P41	EEF1A1P41
ENSG00000215414	PSMA6P1	PSMA6P1
ENSG00000224035	SFPQP1	SFPQP1
ENSG00000223915	DPPA2P1	DPPA2P1
ENSG00000067048	DDX3Y	DDX3Y
ENSG00000234059	CASKP1	CASKP1
ENSG00000183878	UTY	UTY
ENSG00000154620	TMSB4Y	TMSB4Y
ENSG00000129864	VCY	VCY
ENSG00000187191	DAZ3	DAZ3
ENSG00000188120	DAZ1	DAZ1
ENSG00000251925	SNORA70	
ENSG00000286744		
ENSG00000236647		
ENSG00000099721	AMELY	AMELY
ENSG00000092377	TBL1Y	TBL1Y
ENSG00000205944	DAZ2	DAZ2
ENSG00000226555	AGKP1	AGKP1
ENSG00000228787	NLGN4Y-AS1	NLGN4Y-AS1
ENSG00000242389	RBMY1E	RBMY1E
ENSG00000165246	NLGN4Y	NLGN4Y
ENSG00000229343	CDY22P	CDY22P
ENSG00000232695	ELOCP17	ELOCP17
ENSG00000235511	OFD1P18Y	OFD1P18Y
ENSG00000232914	TRAPPC2P4	TRAPPC2P4
ENSG00000223655	RAB9AP3	RAB9AP3
ENSG00000230854	USP9YP20	USP9YP20
ENSG00000252625	RNU1-40P	RNU1-40P
ENSG00000227635	USP9YP21	USP9YP21
ENSG00000237546	XKRYP6	XKRYP6
ENSG00000172283	PRYP4	PRYP4
ENSG00000227867	ELOCP11	ELOCP11
ENSG00000231716	CDY23P	CDY23P
ENSG00000234744	USP9YP26	USP9YP26
ENSG00000233156	HSFY8P	HSFY8P
ENSG00000289705		
ENSG00000225876		
ENSG00000251796	SNORA70	
ENSG00000252948	RNU6-1314P	RNU6-1314P
ENSG00000233843	CYCSP48	CYCSP48
ENSG00000129862	VCY1B	VCY1B
ENSG00000235451	PNPLA4P1	PNPLA4P1
ENSG00000289706		
ENSG00000225624	TBL1YP1	TBL1YP1
ENSG00000280969	RPS4Y2	RPS4Y2
ENSG00000224482	HSFY4P	HSFY4P
ENSG00000216844		
ENSG00000229551	GAPDHP17	GAPDHP17
ENSG00000226504	TMEM167AP1	TMEM167AP1
ENSG00000254488		
ENSG00000237427	TOMM22P1	TOMM22P1
ENSG00000232634	NEFLP1	NEFLP1
ENSG00000226918		
ENSG00000183146	PRORY	PRORY
ENSG00000236615		
ENSG00000169849	TSPY14P	TSPY14P
ENSG00000169811	RBMY1HP	RBMY1HP
ENSG00000242393		
ENSG00000228257		
ENSG00000184991	TTTY13	TTTY13
ENSG00000271123	ELOCP5	ELOCP5
ENSG00000226042	CDY10P	CDY10P
ENSG00000237023	USP9YP3	USP9YP3
ENSG00000229416	USP9YP8	USP9YP8
ENSG00000230029	CDY11P	CDY11P
ENSG00000224169	HSFY6P	HSFY6P
ENSG00000223407	USP9YP18	USP9YP18
ENSG00000226873	CDY14P	CDY14P
ENSG00000227915	ELOCP16	ELOCP16
ENSG00000236620	XKRYP3	XKRYP3
ENSG00000224866	USP9YP25	USP9YP25
ENSG00000232424	USP9YP29	USP9YP29
ENSG00000252681	RNU1-97P	RNU1-97P
ENSG00000232910	RAB9AP1	RAB9AP1
ENSG00000232845	TRAPPC2P9	TRAPPC2P9
ENSG00000237302	OFD1P11Y	OFD1P11Y
ENSG00000169763	PRYP3	PRYP3
ENSG00000252468	RNU2-57P	RNU2-57P
ENSG00000231341	VDAC1P6	VDAC1P6
ENSG00000235001	EIF4A1P2	EIF4A1P2
ENSG00000214207	KRT18P10	KRT18P10
ENSG00000278585	SNX3P1Y	SNX3P1Y
ENSG00000235175	RPL26P37	RPL26P37
ENSG00000099715	PCDH11Y	PCDH11Y
ENSG00000231540	ELOCP9	ELOCP9
ENSG00000223362	CDY15P	CDY15P
ENSG00000231026	XKRYP4	XKRYP4
ENSG00000224571	USP9YP13	USP9YP13
ENSG00000226369	USP9YP11	USP9YP11
ENSG00000280961	TTTY3B	TTTY3B
ENSG00000227871	USP9YP12	USP9YP12
ENSG00000251917	RNU1-86P	RNU1-86P
ENSG00000231423	RAB9AP5	RAB9AP5
ENSG00000228465	TRAPPC2P10	TRAPPC2P10
ENSG00000232585	OFD1P12Y	OFD1P12Y
ENSG00000234081	ELOCP10	ELOCP10
ENSG00000172352	CDY1B	CDY1B
ENSG00000231375	CDY17P	CDY17P
ENSG00000237467	USP9YP35	USP9YP35
ENSG00000229250	USP9YP31	USP9YP31
ENSG00000232205	CDY18P	CDY18P
ENSG00000230977		
ENSG00000274234	RN7SL818P	RN7SL818P
ENSG00000225491	UBE2Q2P4Y	UBE2Q2P4Y
ENSG00000224827	LINC00265-2P	LINC00265-2P
ENSG00000233740	CICP2	CICP2
ENSG00000279274		
ENSG00000234399	RBMY2XP	RBMY2XP
ENSG00000227439	TTTY17B	TTTY17B
ENSG00000224210	TRIM60P5Y	TRIM60P5Y
ENSG00000232003	ZNF736P12Y	ZNF736P12Y
ENSG00000235412	TTTY4B	TTTY4B
ENSG00000183795	BPY2B	BPY2B
ENSG00000240566		
ENSG00000236379	ZNF736P4Y	ZNF736P4Y
ENSG00000274899		
ENSG00000227633	RBMY2YP	RBMY2YP
ENSG00000279115		
ENSG00000233652	CICP1	CICP1
ENSG00000233944	LINC00265-3P	LINC00265-3P
ENSG00000223636	UBE2Q2P5Y	UBE2Q2P5Y
ENSG00000172297	GOLGA2P3Y	GOLGA2P3Y
ENSG00000278242	RN7SL725P	RN7SL725P
ENSG00000233619		
ENSG00000237823	CDY19P	CDY19P
ENSG00000229709	USP9YP36	USP9YP36
ENSG00000232064	USP9YP33	USP9YP33
ENSG00000225609	CDY20P	CDY20P
ENSG00000270535	ELOCP34	ELOCP34
ENSG00000225287	OFD1P13Y	OFD1P13Y
ENSG00000225256	TRAPPC2P5	TRAPPC2P5
ENSG00000223856	RAB9AP2	RAB9AP2
ENSG00000235004	USP9YP30	USP9YP30
ENSG00000252426	RNU1-107P	RNU1-107P
ENSG00000231141	TTTY3	TTTY3
ENSG00000232614	USP9YP9	USP9YP9
ENSG00000225326	USP9YP19	USP9YP19
ENSG00000223406	XKRYP5	XKRYP5
ENSG00000224240	CYCSP49	CYCSP49
ENSG00000227629	SLC25A15P1	SLC25A15P1
ENSG00000237917	PARP4P1	PARP4P1
ENSG00000231514	CCNQP2	CCNQP2
ENSG00000172288	CDY1	CDY1
ENSG00000226941	RBMY1J	RBMY1J
ENSG00000242875	RBMY1B	RBMY1B
ENSG00000234414	RBMY1A1	RBMY1A1
ENSG00000234795	RFTN1P1	RFTN1P1
ENSG00000243040	RBMY2FP	RBMY2FP
ENSG00000173357		
ENSG00000290342		
ENSG00000224657	RBMY2BP	RBMY2BP
ENSG00000180910	TTTY11	TTTY11
ENSG00000224060	ARSLP1	ARSLP1
ENSG00000242153	OFD1P6Y	OFD1P6Y
ENSG00000290716	TTTY9A	TTTY9A
ENSG00000250868	XKRY	XKRY
ENSG00000290724	XKRY	XKRY
ENSG00000244646	XKRYP7	XKRYP7
ENSG00000282909		
ENSG00000288686		
ENSG00000227289	HSFY3P	HSFY3P
ENSG00000290841		
ENSG00000235462	TAB3P1	TAB3P1
ENSG00000290852		
ENSG00000241859	ANOS2P	ANOS2P
ENSG00000223637	RBMY2EP	RBMY2EP
ENSG00000239533	GOLGA2P2Y	GOLGA2P2Y
ENSG00000291016	GOLGA2P2Y	GOLGA2P2Y
ENSG00000278212		
ENSG00000131002	TXLNGY	TXLNGY
ENSG00000206159	GYG2P1	GYG2P1
ENSG00000232235	CDY3P	CDY3P
ENSG00000224408	USP9YP22	USP9YP22
ENSG00000238154	USP9YP4	USP9YP4
ENSG00000232924	ELOCP4	ELOCP4
ENSG00000275310		
ENSG00000232808	TTTY20	TTTY20
ENSG00000233803	TSPY4	TSPY4
ENSG00000228383	FAM197Y7	FAM197Y7
ENSG00000286120		
ENSG00000237802	FAM197Y6	FAM197Y6
ENSG00000286173		
ENSG00000229549	TSPY8	TSPY8
ENSG00000228927	TSPY3	TSPY3
ENSG00000215540	RBMY2CP	RBMY2CP
ENSG00000215507	RBMY2DP	RBMY2DP
ENSG00000239893	ZNF736P9Y	ZNF736P9Y
ENSG00000225560	FAM197Y8	FAM197Y8
ENSG00000099725	PRKY	PRKY
ENSG00000290725	XKRYP7	XKRYP7
ENSG00000215580	BCORP1	BCORP1
ENSG00000293362	FAM197Y8	FAM197Y8
ENSG00000290330	FAM197Y5	FAM197Y5
ENSG00000225516	FAM197Y5	FAM197Y5
ENSG00000258992	TSPY1	TSPY1
ENSG00000290373	FAM197Y4	FAM197Y4
ENSG00000274196	FAM197Y4	FAM197Y4
ENSG00000238074	TSPY9	TSPY9
ENSG00000290607	FAM197Y3	FAM197Y3
ENSG00000230066	FAM197Y3	FAM197Y3
ENSG00000290332		
ENSG00000234803	FAM197Y2	FAM197Y2
ENSG00000236424	TSPY10	TSPY10
ENSG00000224336	FAM197Y1	FAM197Y1
ENSG00000234110	TSPY25P	TSPY25P
ENSG00000226223	TSPY16P	TSPY16P
ENSG00000232617		
ENSG00000224075	TTTY22	TTTY22
ENSG00000228379		
ENSG00000274445		
ENSG00000231874	TSPY18P	TSPY18P
ENSG00000234950	RBMY2OP	RBMY2OP
ENSG00000236718	RBMY2QP	RBMY2QP
ENSG00000243643	TSPY20P	TSPY20P
ENSG00000290378		
ENSG00000225685	TSPY5P	TSPY5P
ENSG00000278478		
ENSG00000251766	RNA5SP518	RNA5SP518
ENSG00000252289	RNA5SP519	RNA5SP519
ENSG00000231411	DUX4L31	DUX4L31
ENSG00000226061	PCMTD1P1	PCMTD1P1
ENSG00000237447	CDC27P2	CDC27P2
ENSG00000225840		
ENSG00000251705	RNA5-8SP6	RNA5-8SP6
ENSG00000237195	DLGAP5P1	DLGAP5P1
ENSG00000250204	TTTY23B	TTTY23B
ENSG00000168757	TSPY2	TSPY2
ENSG00000290448	FAM197Y9	FAM197Y9
ENSG00000234830	FAM197Y9	FAM197Y9
ENSG00000275352		
ENSG00000234583	TSPY19P	TSPY19P
ENSG00000235094		
ENSG00000229643	LINC00280	LINC00280
ENSG00000235895		
ENSG00000232620	TSPY17P	TSPY17P
ENSG00000293672		
ENSG00000290954		
ENSG00000294545		
ENSG00000290336	RBMY2FP	
ENSG00000294758		
ENSG00000290348		
ENSG00000293305		
ENSG00000295056		
ENSG00000239225	TTTY23	TTTY23
ENSG00000295232		
ENSG00000230663	FAM224B	FAM224B
ENSG00000295335		
ENSG00000295422		
ENSG00000212856	TTTY2B	TTTY2B
ENSG00000129816	TTTY1B	TTTY1B
ENSG00000147753	TTTY7	TTTY7
ENSG00000185700	TTTY8B	TTTY8B
ENSG00000291034		
ENSG00000290435		
ENSG00000290369		
ENSG00000297760		
ENSG00000297994		
ENSG00000229308		
ENSG00000229236	TTTY10	TTTY10
ENSG00000290323	TTTY16	TTTY16
ENSG00000237048	TTTY12	TTTY12
ENSG00000298447		
ENSG00000212855	TTTY2	TTTY2
ENSG00000147761	TTTY7B	TTTY7B
ENSG00000233070	ZFY-AS1	ZFY-AS1
ENSG00000293280		
ENSG00000299625		
ENSG00000299745		
ENSG00000288049		
ENSG00000299844		
ENSG00000290853		
ENSG00000131538	TTTY6	TTTY6
ENSG00000300212		
ENSG00000300312		
ENSG00000300595		
ENSG00000223641	TTTY17C	TTTY17C
ENSG00000131548	TTTY6B	TTTY6B
ENSG00000228786	SEPTIN14P23	SEPTIN14P23
ENSG00000236951		
ENSG00000233522	FAM224A	FAM224A
ENSG00000301107		
ENSG00000301122		
ENSG00000302211		
ENSG00000290344		
ENSG00000291033	TXLNGY	
ENSG00000303338		
ENSG00000303345		
ENSG00000277930		
ENSG00000290726	FAM41AY2	FAM41AY2
ENSG00000291032		
ENSG00000235059		
ENSG00000231535	LINC00278	LINC00278
ENSG00000304558		
ENSG00000129845	TTTY1	TTTY1
ENSG00000286050		
ENSG00000290381	TTTY11	TTTY11
ENSG00000251510		
ENSG00000286187		
ENSG00000305394		
ENSG00000293249		
ENSG00000305658		
ENSG00000289707		
ENSG00000306111		
ENSG00000306715		
ENSG00000286009		
ENSG00000308317		
ENSG00000286201		
ENSG00000309341		
ENSG00000291031	BCORP1	
ENSG00000286247		
ENSG00000286217	LINC00279	LINC00279
ENSG00000233699	TTTY18	TTTY18
ENSG00000309700		
ENSG00000309903		
ENSG00000183385	TTTY8	TTTY8
ENSG00000310485		
ENSG00000293442	PRKY	
ENSG00000228571	HSFY7P	HSFY7P
ENSG00000300637		
ENSG00000226092	RBMY2AP	RBMY2AP
ENSG00000295847		
ENSG00000227166	STSP1	STSP1
ENSG00000295583		
ENSG00000227204	RBMY2JP	RBMY2JP
ENSG00000299821		
ENSG00000232475	HSFY5P	HSFY5P
ENSG00000310035		
ENSG00000227447	XGY1	XGY1
ENSG00000296286		
ENSG00000230727	RBMY2WP	RBMY2WP
ENSG00000306918		
ENSG00000224151	USP9YP28	USP9YP28
ENSG00000176728	TTTY14	TTTY14
ENSG00000275578		
ENSG00000224166	PRYP1	PRYP1
ENSG00000298004		
ENSG00000226011	OFD1P1Y	OFD1P1Y
ENSG00000300757		
ENSG00000231311	PRYP2	PRYP2
ENSG00000310304		
ENSG00000227494	USP9YP14	USP9YP14
ENSG00000307031		
ENSG00000237659	RNASEH2CP1	RNASEH2CP1
ENSG00000290840	XGY2	XGY2
ENSG00000205936	PPP1R12BP2	PPP1R12BP2
ENSG00000225189	REREP1Y	REREP1Y
ENSG00000305624		
ENSG00000230073		
ENSG00000232583	GPR143YP	GPR143YP
ENSG00000309393		
ENSG00000234888	OFD1P15Y	OFD1P15Y
ENSG00000235014	REREP2Y	REREP2Y
ENSG00000229238	PPP1R12BP1	PPP1R12BP1
ENSG00000299596		
ENSG00000188399	ANKRD36P1	ANKRD36P1
ENSG00000294742		
ENSG00000277146		
ENSG00000226611	OFD1P2Y	OFD1P2Y
ENSG00000297434		
ENSG00000240438	OFD1P5Y	OFD1P5Y
ENSG00000131007	TTTY9B	TTTY9B
ENSG00000237269	RBMY2TP	RBMY2TP
ENSG00000288057		
ENSG00000225466	OFD1P10Y	OFD1P10Y
ENSG00000235981		
ENSG00000299288		
ENSG00000223698	GOLGA6L11P	GOLGA6L11P
ENSG00000297966		
ENSG00000242854	DNM1P24	DNM1P24
ENSG00000244231	CSPG4P2Y	CSPG4P2Y
ENSG00000172342	CSPG4P3Y	CSPG4P3Y
ENSG00000284071		
ENSG00000296017		
ENSG00000248792	SEPTIN14P22	SEPTIN14P22
ENSG00000293927		
ENSG00000284380		
ENSG00000310249		
ENSG00000172294	CSPG4P4Y	CSPG4P4Y
ENSG00000240450	CSPG4P1Y	CSPG4P1Y
ENSG00000239304	DNM1P48	DNM1P48
ENSG00000197092	GOLGA6L16P	GOLGA6L16P
ENSG00000307363		
ENSG00000235583		
ENSG00000304207		
ENSG00000215506	TPTE2P4	TPTE2P4
ENSG00000197038	RBMY1A3P	RBMY1A3P
ENSG00000299768		
ENSG00000188656	TSPY7P	TSPY7P
ENSG00000301844		
ENSG00000270073	TSPY6P	TSPY6P
ENSG00000293749		
ENSG00000236786	TSPY15P	TSPY15P
ENSG00000308528		
ENSG00000231436	RBMY3AP	RBMY3AP
ENSG00000309329		
ENSG00000229208	RBMY2NP	RBMY2NP
ENSG00000310196		
ENSG00000187657	TSPY13P	TSPY13P
ENSG00000309435		
ENSG00000238235	TSPY11P	TSPY11P
ENSG00000296934		
ENSG00000223744	RBMY2GP	RBMY2GP
ENSG00000295986		
